UUID,REVIEW,LABEL,TAG,VERSION,TIMESTAMP
68e3d964-7f6c-4ccb-9047-97f78945bfcb,sangat membantu dan saya jadi lebih tahu penyebab haid yang lama,0,TRAIN,v1.0.0,2019-08-23 17:00:00
65874f96-4c43-4266-8a98-988da3731696,profesi dokter itu dan real loh,0,TRAIN,v1.0.0,2019-08-23 17:00:00
8e68548f-7f25-48f5-99dc-e8ae89c30304,terima kasih dok saya akan segera ke dokter kandungan terdekat untuk mengecek kondisi saya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
73af2eb2-0e1e-418e-95dc-8865721eeb42,aplikasi ini sangat membantu dan penjelasan yang diberikan juga sangat jelas terima kasih,0,TRAIN,v1.0.0,2019-08-23 17:00:00
5f1ad1aa-442b-4428-957c-db0f54d4367c,masih ya dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
27290350-4200-4107-9fac-a13041c91fea,sangat membantu dan bisa bertanya kapan saja dan dimana saja,0,TRAIN,v1.0.0,2019-08-23 17:00:00
a2d3cfda-49fa-4ef9-91c3-fc5c31132547,dokternya cantik,0,TRAIN,v1.0.0,2019-08-23 17:00:00
474efd5c-0ba3-4073-8cac-35fa1e223ec6,puas sih sama jawaban di dokternya berhubung kemaren malam jaringan lagi lelet jadi susah deh mau bertanya lagi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
61963eb5-12d3-472a-bc30-704e2647f81b,cepat dalam menanggapi pertanyaan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f84a1abc-4860-45c2-bcd1-808c4089e4d1,konsultasi dokter cukup membantu pertanyaan saya terima kasih,0,TRAIN,v1.0.0,2019-08-23 17:00:00
64e63a5d-7f2a-472c-8557-7ba900a3bafd,dokternya responsive dan ramah,0,TRAIN,v1.0.0,2019-08-23 17:00:00
0a636c0b-efd2-465f-bbb3-0ccf0081c894,fast,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f324d53d-3b0f-4ec7-b56f-a69ed8e326e7,jelas banget penjelasannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
de422295-6fe4-413c-a04c-cac986c1390b,terima kasih dok yang tadinya saya cemas sekarang sudah enggak lagi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d69fee79-68c7-43ac-b340-d909c482b347,sangat baik,0,TRAIN,v1.0.0,2019-08-23 17:00:00
845115c6-70f0-4016-91bd-14b1a907a58b,ramah jelas penampakannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
b508159f-cc05-46d4-92b8-f622064a99b4,terima kasih penjelasannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
b3321ccc-e196-49f8-8ce7-0e77d3211092,penjelasan lengkap dan terkini,0,TRAIN,v1.0.0,2019-08-23 17:00:00
3e7de47d-4a22-4d77-9046-ba3a323d5330,saya puas dengan aplikasi ini bisa bertanya tanpa bayar,0,TRAIN,v1.0.0,2019-08-23 17:00:00
4617d3a6-da01-43fe-8ba7-19fc98230d20,sangat membantu untuk orang orang sekitar yang masih belum sempat atau belum bisa cek ke klinik atau ke rumah sakit,0,TRAIN,v1.0.0,2019-08-23 17:00:00
58f3140e-f0ab-4163-98df-56d464fd8251,profesional,0,TRAIN,v1.0.0,2019-08-23 17:00:00
91393e90-b757-4e86-892d-403fd0cdd93a,the best applications,0,TRAIN,v1.0.0,2019-08-23 17:00:00
a335fcb2-4356-4157-8648-3c9bfa6f2225,terima kasih sarannya dok informasinya sangat bermanfaat,0,TRAIN,v1.0.0,2019-08-23 17:00:00
185ef472-36e0-4e2a-b393-c1e01044e712,dokter cukup respon,0,TRAIN,v1.0.0,2019-08-23 17:00:00
32d50bf1-fbf1-44d9-bc89-66c72908434e,best dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d63de910-38cf-4e33-a773-b686fe2c48ee,dapat mengetahui apa penyebabnya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
217b772c-5fe9-4b45-a0f1-3f99916eabb3,tidak ada alasan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
e8aefd6c-9484-4fec-8742-bc9344a51a05,puas banget punya aplikasi ini,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d20ffa33-55ab-4a68-8b54-3b5adb89c341,dokternya aku suka,0,TRAIN,v1.0.0,2019-08-23 17:00:00
bd8e3d93-e6c3-40fa-8c2a-ba72ec9361ca,suka pake banget,0,TRAIN,v1.0.0,2019-08-23 17:00:00
944dd704-9d69-4494-a185-d0f4eb49ff6b,dokter ini cocok untuk menjadi dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f41df3da-dce5-411e-9b60-b6980fbcb4c2,respon cepat jawaban bermanfaat terima kasih dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
3ce4280a-2cb2-4be4-b013-32a6c771a5df,jawaban penyakit mendekati dengan apa yang diderita,0,TRAIN,v1.0.0,2019-08-23 17:00:00
6a36ba1d-a99d-47f2-b3a0-ff764893e1b0,suka begitu sama jawabannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
6118790c-30ee-453f-ac98-e471c2fdf6fe,rekomen,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f8bec729-60f1-4ca7-8cde-58d30ab62ac5,jenius,0,TRAIN,v1.0.0,2019-08-23 17:00:00
934ec7d2-bee8-474f-a319-a94bbf27e037,mantap lebih lebih lagi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
c6fe9fc8-f9d7-4a28-a86d-a19b39c080ee,saya mengetahui penyebabnya terima kasih dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
e3ca3aea-e9ca-43c0-84ff-cb8431919d63,penjelasan sangat baik dan rinci,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f7acaea0-3d51-404b-8aec-a3b45e801436,cepat begitu responnya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
bc9e60a4-893d-4ebf-a336-47be76399885,sangat puas dengan pelayanannya terima kasih alodokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
39f7a076-1a45-4808-a116-5510815cc055,mendidik,0,TRAIN,v1.0.0,2019-08-23 17:00:00
a360c979-03eb-4deb-851f-7c4bd21189d9,thanks buat dokter wahyu yang memberikan info kepada saya sangat berguna bagi saya dokter wahyu itu the best,0,TRAIN,v1.0.0,2019-08-23 17:00:00
9667f318-29ac-4915-a704-a39cf380c75a,jelas cara menerangkannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
811d6ff6-330e-4b97-9cb3-fd2c97c03d71,sangat baik dan jelas,0,TRAIN,v1.0.0,2019-08-23 17:00:00
9a61756c-da3d-494b-b63a-d6d01928502a,suka banget konsultasi enak,0,TRAIN,v1.0.0,2019-08-23 17:00:00
3f81f48f-0185-4d1d-84ae-5cf2b67c68ba,bisa membuat rasa takut sedikit hilang,0,TRAIN,v1.0.0,2019-08-23 17:00:00
c67b62c4-0783-4026-81da-25279de9a34d,dengan bertanya di alodokter saya bisa mengetahui semuanya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
c1d31231-2939-47e8-9d59-bd0db0b56f5e,saya sangat suka pelayanannya sangat cepat dijawab,0,TRAIN,v1.0.0,2019-08-23 17:00:00
ee9a4a39-46d5-4a37-9cb7-46859af19809,pasti,0,TRAIN,v1.0.0,2019-08-23 17:00:00
049ffbdc-fab0-4317-8b79-efaae9c013ae,fast respon terima kasih dok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
c1c04e38-f34f-417f-b5a4-6cee3e2a4271,membantu saya sebagai ibu baru,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f3b23330-bf11-4be7-b537-72e588c274c0,penjelasan mudah dimengerti good job dok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
293fc16d-604f-4549-9bb1-a7d1867448a6,mencerahkan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
eeec88c5-5a4d-4a0d-9cde-f8f8a37aa641,boleh boleh,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f39bf014-58c9-4e4b-96f8-a248febd6440,nyambung,0,TRAIN,v1.0.0,2019-08-23 17:00:00
2e7ab19c-f9e8-464b-b460-488c68c9ad01,5 bagus,0,TRAIN,v1.0.0,2019-08-23 17:00:00
ac599f06-79df-42a0-82d5-6b912de9f4dd,ada solusi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
bb796761-02d7-40df-9a10-9945cc4c6929,sangat baik dokter yang peduli pada keluhan pasiennya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
3de3c62f-bb35-4e4d-a7cd-9138df816b1d,sangat membantu karena awalnya saya agak cemas sudah makan tape ketan pada saat merencanakan kehamilan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d7593990-180c-4fe5-914f-f0f1e517c6b6,baik ramah terperinci menjelaskan terima kasih dok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
530fe733-8288-4281-b017-cef1e881611b,sangat baik dan memuaskan jawabannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
ab65bead-1b50-4b1c-a4e1-72c9d783638b,saya bisa tahu penyebabnya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f238ea7e-aaa4-49b1-aba4-c006448c8be9,balas nya cepat dan mudah di paham,0,TRAIN,v1.0.0,2019-08-23 17:00:00
1b1adf95-00da-496c-9d0e-5820cec25808,terima kasih maaf sudah mengganggu malam malam,0,TRAIN,v1.0.0,2019-08-23 17:00:00
e24955b6-f6fa-4b2a-bea1-7305dc58a6ca,saya ingin ucapkan makasih sekali sama bapak sekarang jadinya lebih tenang pusingnya juga berkurang banget dan jadi lebih mengerti juga mau bagaimana,0,TRAIN,v1.0.0,2019-08-23 17:00:00
383061ef-29ab-40a7-8a64-a26983576d6f,terima kasih atas info yang diberikan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d5609e7e-ebc7-44f0-9837-0afc6d8f15ca,jawabannya jelas dan memberikan solusi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
7f7bce9f-d165-4096-9435-2d952c6fefc7,pelayanan ramah dan jelas,0,TRAIN,v1.0.0,2019-08-23 17:00:00
342ee65f-ab19-4fa6-8469-17caf0b07f4a,aku suka,0,TRAIN,v1.0.0,2019-08-23 17:00:00
6a3e6f49-1d5e-4ea4-b200-bc0eecb5fa46,tanya jawab dokter sangat jelas,0,TRAIN,v1.0.0,2019-08-23 17:00:00
83efdf5d-bfbd-441b-a821-ce205c1bb5a9,baik cepat tanggap,0,TRAIN,v1.0.0,2019-08-23 17:00:00
6135a73b-8735-461c-aec6-c4fb9b2200c1,membantu saya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
46f84df9-f6b6-4dd1-8293-5924eafcdbc6,satisfying answers,0,TRAIN,v1.0.0,2019-08-23 17:00:00
176f6154-c789-420b-b281-dad8cbcbb65d,sangat jelas dan memuaskan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
74a0bee4-e97b-4f9f-8eed-202d31b3e368,saya jadi tahu apa yang harus saya hindari,0,TRAIN,v1.0.0,2019-08-23 17:00:00
11cdf0dc-b14d-4b2e-ad0d-dcd703276cd5,sangat membantu apalagi untuk ibu hamil seperti saya yang masih baru ini,0,TRAIN,v1.0.0,2019-08-23 17:00:00
5b3da1ce-6bd5-4d11-8b68-8b567ac4a2be,terima kasih informasinya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
58f97ef2-5fdd-4790-872b-84fc5243267d,jelas banget dan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
349aceeb-87ec-467c-81ef-cd203c150455,saya suka suka banget,0,TRAIN,v1.0.0,2019-08-23 17:00:00
3750a1b9-e8cc-4178-b1da-703dc5c25360,memudahkan kami untuk konsultasi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
043c5ae8-0895-420a-9d37-f5651e795fa1,mohon bisa diperbaiki,0,TRAIN,v1.0.0,2019-08-23 17:00:00
10a9a528-7555-4d96-b779-899522f1d627,asik,0,TRAIN,v1.0.0,2019-08-23 17:00:00
8ae9a1d0-67d6-472e-9c5f-91348e080eaf,fast response,0,TRAIN,v1.0.0,2019-08-23 17:00:00
9e9c5bd8-4abc-454c-b3f1-a63995105167,oke,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f2d120dc-73bd-4a15-9828-7549db09e4f9,selalu suka dengan penjelasan alodokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
518145d0-0e62-4be7-a76b-85ea238de88a,jawaban membantu,0,TRAIN,v1.0.0,2019-08-23 17:00:00
adde220c-edd6-443e-8d6c-a30a832260d9,5 bintang,0,TRAIN,v1.0.0,2019-08-23 17:00:00
61ee2d7d-73f9-44d7-beb6-c5eb3964a3f6,aku suka cara dia menyampaikan,0,TRAIN,v1.0.0,2019-08-23 17:00:00
a251ec69-a42e-477a-88fa-6273b55c10a5,fast respon serasa bertemu langsung dengan dokternya solusi yang diberikan juga bagus banget alhamdulillah terima kasih atas bantuannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
7192e0b7-3755-4bf0-b65c-3ee89eaa899b,suka dengan jawabannya jelas,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f635f791-347b-4e23-ba04-1e19d9894ef7,tengkyu dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
a5824106-7a8b-4569-aa95-2bff2a1f5132,arahan masukan yang cukup membantu thanks alodokter com best of the best,0,TRAIN,v1.0.0,2019-08-23 17:00:00
463d919f-5d0f-4e39-9a52-688e6a3b1183,puas banget,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f6a189de-d8a5-4b99-85a7-2427c6858b3a,terbaik dokternya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
df03cf75-6d9a-41f5-beca-333383c55a38,macho,0,TRAIN,v1.0.0,2019-08-23 17:00:00
0e00c807-e287-4525-94f1-4013e84c42d7,sangat membantu dalam memecahkan permasalahan penyakit dan kami jadi tahu langkah melanjutkannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
462f4882-5864-4b39-a9d1-6b6dbb97e2e1,responnya cepat,0,TRAIN,v1.0.0,2019-08-23 17:00:00
8b827723-21fd-48a4-bc1f-45c91b551442,fast respon,0,TRAIN,v1.0.0,2019-08-23 17:00:00
29be11d6-2687-4ed8-88cf-4c03dc3d6f72,saya suka dengan app ini,0,TRAIN,v1.0.0,2019-08-23 17:00:00
157d8dad-a6f8-4049-8e42-abb47109cdd0,kece,0,TRAIN,v1.0.0,2019-08-23 17:00:00
4393c736-4d4e-4ca9-9fb9-af54ac1862c7,bisa lebih tahu,0,TRAIN,v1.0.0,2019-08-23 17:00:00
8eebb937-d68e-4ec2-8905-b04bae75c5c3,helpful,0,TRAIN,v1.0.0,2019-08-23 17:00:00
2bfa1ede-d414-4bd2-9694-1c06bae339bd,terima kasih dok jawabannya enggak bikin saya takut terindikasi aneh aneh,0,TRAIN,v1.0.0,2019-08-23 17:00:00
07aa970f-07f0-4cfe-99e0-2134cf604333,terima kasih sarannya dok selama ini saya sudah sangat putus asa dengan penyakit ini terkadang gatal yang menggangu perkuliahan saya tapi karena sudah diberi arahan saya sudah tahu harus bagaimana,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f51aaa6a-ba4f-49e5-9d18-3d19efccf4ce,terima kasih dok saya jadi tidak terlalu khawatir lagi,0,TRAIN,v1.0.0,2019-08-23 17:00:00
b47334e6-9dd0-4ca6-8ab4-3d6d57ee98de,terima kasih dok karena sangat membantu saya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
dbcf0ecb-df69-40ae-9cb6-93917acd253e,best alodokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d16c61ab-5658-4490-8ffb-6ec3dade4838,puas terima kasih,0,TRAIN,v1.0.0,2019-08-23 17:00:00
14c0c7d8-dbf2-46a3-a68e-9365a1e347a7,detail dan jelas dokternya pun baik,0,TRAIN,v1.0.0,2019-08-23 17:00:00
0ead7550-7c2b-4d6e-ac4f-ce8b86ba38a1,saya cocok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
7ef93430-68c9-4fbb-9486-6f1c9fea28fc,puas,0,TRAIN,v1.0.0,2019-08-23 17:00:00
72447473-fba3-4d76-b3b7-c2e6acd8830d,suka cara menyampaikannya mudah dimengerti sabar dan tepat sepertinya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
92bec677-bcb3-47ed-83e8-99c1a6a2c249,baik bangat sabar begitu,0,TRAIN,v1.0.0,2019-08-23 17:00:00
ba6c47ee-560b-481c-a8d6-824b2d8668f0,full response,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f275683c-448b-4288-a4e8-04fe6c9e38fc,akhirnya saya dapat solusi tanpa harus ke rs,0,TRAIN,v1.0.0,2019-08-23 17:00:00
37914833-7d12-408a-b1f3-ef511310fb79,karena tidak bisa kasih obat buat menyembuhkannya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
73f08dea-bbd4-4573-855b-c1b593cc542c,nicely,0,TRAIN,v1.0.0,2019-08-23 17:00:00
b808bbd5-2a1e-4ed7-8a3f-2fda7c908a8b,important app,0,TRAIN,v1.0.0,2019-08-23 17:00:00
c25e12da-7765-45fc-aab4-3618f688469a,puas banget sama pelayanannya dokter ya ramah,0,TRAIN,v1.0.0,2019-08-23 17:00:00
6b09cb22-fcca-474c-8289-540ee4472384,tolong,0,TRAIN,v1.0.0,2019-08-23 17:00:00
8c67a4a1-7a58-4251-8b05-a304a25dbbc9,kamsahamnida,0,TRAIN,v1.0.0,2019-08-23 17:00:00
a4f8a10a-765c-401b-858b-1b74c702786e,sangat membantu tapi saya masih harus datang ke dokter juga,0,TRAIN,v1.0.0,2019-08-23 17:00:00
b0b9bef0-79a3-4f36-9f0b-50fe5fd7539c,akurat,0,TRAIN,v1.0.0,2019-08-23 17:00:00
cff330e7-5680-4da1-8c93-75c25a9868de,terima kasih dokter saya sangat suka sama dokternya memberikan pengarahan dengan baik,0,TRAIN,v1.0.0,2019-08-23 17:00:00
992bbd0d-aa99-4d7c-9b77-ab804fcd1298,masih alodokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
fcb5c8c8-9745-480d-8a1e-f84506ee49c3,dokternya baik tapi kalau boleh usul bisa kirim foto video agar lebih mudah lagi ketika ingin bertanya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
090d9ae5-59f3-415d-803a-b4c41bf6ecb3,jelas begitu,0,TRAIN,v1.0.0,2019-08-23 17:00:00
4c6ddd26-a127-444c-9cd7-e216696f9c4e,sangat baik dan sangat mengerti dengan kondisi tubuh saya,0,TRAIN,v1.0.0,2019-08-23 17:00:00
f6cc7b84-445c-4fef-bbe1-ea43669ee8b4,best of the best terima kasih dok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
b664da0a-3c78-430d-92a1-14841e9a68b4,sangat membantu untuk mengurus anak apa lagi saya baru pertama punya anak,0,TRAIN,v1.0.0,2019-08-23 17:00:00
c4ce1cc1-6f10-4246-9089-dfcb1bbcc0c1,sangat membantub dan menenangkan di saat galau belum ketemu dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
d033561c-78e1-4086-a471-ff706c9a3afe,humble,0,TRAIN,v1.0.0,2019-08-23 17:00:00
2ca12ad8-b700-470d-9881-581bfb97c887,ramah dan cepat menjawab,0,TRAIN,v1.0.0,2019-08-23 17:00:00
ca61ed95-44a1-405f-b5c6-6eecabc6ae7f,saya sangat senang,0,TRAIN,v1.0.0,2019-08-23 17:00:00
8ab51a97-3a8c-4f2c-93f1-06c1ca8b44a7,terima kasih dok apabila ada kelainan saya bertanya lagi dokter,0,TRAIN,v1.0.0,2019-08-23 17:00:00
e4f8cdce-3f72-4517-a1e0-c9fd9ec7770b,hebat,0,TRAIN,v1.0.0,2019-08-23 17:00:00
9b7a5ac9-4659-4744-8c1b-d064ae99f0a4,terima kasih dok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
0a3e0ef4-f03b-4475-bdbf-1a777cbbb1ba,alodokter emang top,0,TRAIN,v1.0.0,2019-08-23 17:00:00
598a76e6-d635-40da-9a1a-94fe25feb888,dokternya to the poin,0,TRAIN,v1.0.0,2019-08-23 17:00:00
5c899671-afb6-427f-83cf-8f089114bfe8,saya rasa apa yang dibilang dokter benar terima kasih dok,0,TRAIN,v1.0.0,2019-08-23 17:00:00
2b6ad299-9bd5-4c9c-8876-8fbd77ed47f5,pelayanan baik dan respon cepat,0,TRAIN,v1.0.0,2019-08-23 17:00:00
